id,y_true,y_pred,absolute_error
1691403837.17216,217.0,180.13119806631482,36.86880193368518
1691403840.193255,103.0,129.83194068571228,26.831940685712283
1691403843.209857,135.0,128.46271126779868,6.5372887322013185
1691403846.229091,39.0,58.4686736724457,19.468673672445703
1691403849.249763,104.0,157.72588257467416,53.72588257467416
1691403852.261157,190.0,142.60327729012226,47.396722709877736
1691403855.274843,65.0,99.7376248784888,34.7376248784888
1691403858.29697,237.0,157.80199942631646,79.19800057368354
1691403861.31101,110.0,158.80803758307357,48.80803758307357
1691403864.328628,92.0,123.47449269104541,31.474492691045413
1691403867.354489,168.0,124.01761825185305,43.98238174814695
1691403870.368806,235.0,169.59506426542373,65.40493573457627
1691403873.384457,275.0,234.90789953342886,40.09210046657114
1691403876.401983,61.0,114.23541271146016,53.23541271146016
1691403879.414772,245.0,164.33852432326026,80.66147567673974
1691403882.436007,84.0,99.13913986893144,15.139139868931437
1691403885.449186,225.0,223.08013577465823,1.9198642253417688
1691403888.485998,91.0,174.51578955312337,83.51578955312337
1691403891.498659,144.0,180.67619968898725,36.67619968898725
1691403894.512425,174.0,178.55362819497498,4.553628194974976
1691403897.540493,263.0,262.294905161449,0.7050948385510196
1691403900.556082,141.0,176.8822723504105,35.88227235041049
1691403903.56883,195.0,235.16231617635128,40.16231617635128
1691403906.584169,77.0,78.90917194278398,1.9091719427839848
1691403909.601806,264.0,244.30072899532888,19.699271004671118
1691403912.618643,200.0,151.24730648245344,48.75269351754656
1691403915.631739,52.0,174.51021586431253,122.51021586431253
1691403918.647401,42.0,80.54657032878033,38.546570328780334
1691403921.661592,78.0,189.06055137911227,111.06055137911227
1691403924.675117,97.0,124.3412578117174,27.341257811717398
1691403927.692676,198.0,182.3114936765587,15.688506323441288
1691403930.726202,54.0,93.67244614539979,39.67244614539979
1691403933.739604,279.0,214.21202513189445,64.78797486810555
1691403936.774782,45.0,34.891630978604084,10.108369021395916
1691403939.787369,95.0,152.75921551728555,57.759215517285554
1691403942.800602,132.0,121.22650413525088,10.773495864749123
1691403945.827825,242.0,279.3112976495296,37.31129764952959
1691403948.864588,180.0,219.35145025161313,39.35145025161313
1691403951.886549,131.0,129.05329822369725,1.9467017763027457
1691403954.910577,85.0,58.37882693745455,26.621173062545452
1691403957.930361,86.0,155.22757789951248,69.22757789951248
1691403960.943644,189.0,204.06083656673704,15.060836566737038
1691403963.962433,208.0,230.2619844126803,22.261984412680306
1691403966.978196,199.0,111.81820897916504,87.18179102083496
1691403969.991955,152.0,220.20374610563522,68.20374610563522
1691403973.023916,110.0,158.80803758307357,48.80803758307357
1691403976.036415,90.0,136.93198963427244,46.93198963427244
1691403979.049772,184.0,165.48778814485598,18.512211855144017
1691403982.070298,39.0,58.4686736724457,19.468673672445703
1691403985.084625,273.0,258.5873382278404,14.412661772159595
1691403988.097401,208.0,230.2619844126803,22.261984412680306
1691403991.110831,84.0,174.7880372129362,90.78803721293619
1691403994.123597,276.0,157.87622023133642,118.12377976866358
1691403997.142437,237.0,224.06374488892374,12.936255111076264
1691404000.157042,303.0,263.2698054419086,39.7301945580914
1691404003.179723,110.0,163.0157804598917,53.01578045989169
1691404006.200471,127.0,119.90095828566663,7.099041714333367
1691404009.218307,111.0,106.90170583652417,4.098294163475828
1691404012.231583,93.0,87.12142621227443,5.878573787725571
1691404015.248283,265.0,207.92152620299922,57.07847379700078
1691404018.270337,97.0,110.07273590446452,13.072735904464523
1691404021.283253,127.0,119.90095828566663,7.099041714333367
1691404024.314007,181.0,84.17329376111893,96.82670623888107
1691404027.333043,143.0,174.7517001077043,31.751700107704295
1691404030.357948,297.0,207.99720922269023,89.00279077730977
1691404033.371577,90.0,136.93198963427244,46.93198963427244
1691404036.391751,275.0,218.13861770833944,56.86138229166056
1691404039.421024,150.0,125.22309514887857,24.77690485112143
1691404042.464655,190.0,173.25293019933895,16.747069800661052
1691404045.478076,148.0,132.175618882606,15.824381117394012
1691404048.491241,258.0,291.2310232238409,33.23102322384091
1691404051.512029,101.0,186.3924514990171,85.39245149901711
1691404054.524149,242.0,279.3112976495296,37.31129764952959
1691404057.534491,128.0,72.73110766827678,55.26889233172322
1691404060.556032,90.0,136.93198963427244,46.93198963427244
1691404063.569237,109.0,156.8133580599175,47.813358059917505
1691404066.579981,90.0,136.93198963427244,46.93198963427244
1691404069.589951,139.0,177.5025536482221,38.50255364822209
1691404072.604639,67.0,187.23613210599729,120.23613210599729
1691404075.618633,80.0,79.05271657222744,0.947283427772561
1691404078.632165,103.0,129.83194068571228,26.831940685712283
1691404081.64786,263.0,262.294905161449,0.7050948385510196
1691404084.659154,178.0,190.33862547261316,12.33862547261316
